dc,time,wm_changes,firing_count
1658,164,92,9
1659,23,15,0
1660,124,51,12
1661,1851,131,31
1662,48,13,0
1663,61,35,7
1664,112,75,9
1665,21,15,0
1666,141,48,12
1667,1414,229,20
1668,154,34,3
1669,135,84,8
1670,1250,419,3
1671,232,281,24
1672,214,42,10
1673,199,16,1
1674,230,19,2
1675,236,19,2
1676,318,25,4
1677,344,16,1
1678,385,19,2
1679,427,22,3
1680,440,16,1
1681,455,16,1
1682,538,22,3
1683,508,16,1
1684,614,25,4
1685,616,16,1
1686,714,25,4
1687,772,19,2
1688,740,16,1
1689,750,16,1
1690,780,19,2
1691,916,19,2
1692,938,16,1
1693,1018,25,4
1694,1020,19,2
1695,944,16,1
1696,1048,25,4
1697,1071,19,2
1698,1081,16,1
1699,1182,25,4
1700,1184,16,1
1701,1213,19,2
1702,1230,19,2
1703,1235,16,1
1704,1234,16,1
1705,1243,16,1
1706,1257,16,1
1707,1283,19,2
1708,1281,16,1
1709,1940,372,7
1710,83,3,0
1711,55,31,9
1712,8,5,0
1713,47,31,8
1714,22,15,1
1715,366,73,2
1716,19,3,0
1717,50,31,9
1718,340,51,4
1719,18,3,0
1720,50,31,9
1721,568,99,4
1722,152,57,8
1723,21,3,0
1724,46,31,9
1725,7,5,0
1726,42,30,8
1727,26,20,2
1728,383,84,6
1729,17,3,0
1730,48,31,9
1731,6,5,0
1732,42,30,8
1733,21,14,1
1734,318,72,2
1735,17,3,0
1736,50,31,9
1737,8,5,0
1738,44,30,8
1739,83,19,5
1740,370,82,5
1741,16,3,0
1742,43,26,7
1743,2872,417,10
1744,91,3,0
1745,498,110,14
1746,58,16,3
1747,20,10,1
1748,96,18,5
1749,9,5,0
1750,64,36,9
1751,36,12,1
1752,81,57,9
1753,274,51,1
1754,91,72,8
1755,141,50,24
1756,61,23,5
1757,51,23,4
1758,47,23,3
1759,39,23,2
1760,216,54,3
1761,199,64,17
1762,93,19,4
1763,9,5,0
1764,59,36,9
1765,28,12,1
1766,95,61,13
1767,28,12,1
1768,83,60,10
1769,137,24,1
1770,91,73,8
1771,63,23,8
1772,169,58,3
1773,165,38,12
1774,149,39,6
1775,112,25,6
1776,9,5,0
1777,61,36,9
1778,29,12,1
1779,91,61,12
1780,34,12,1
1781,89,60,10
1782,72,16,1
1783,91,71,8
1784,50,20,5
1785,171,58,3
1786,147,35,12
1787,49,14,1
1788,9,5,0
1789,91,52,14
1790,36,13,1
1791,75,61,6
1792,37,13,1
1793,66,60,6
1794,879,187,1
1795,112,80,9
1796,203,75,33
1797,113,23,15
1798,102,23,14
1799,97,23,13
1800,95,23,12
1801,92,23,11
1802,88,23,10
1803,85,23,9
1804,83,23,8
1805,81,23,7
1806,77,23,6
1807,75,23,5
1808,72,23,4
1809,70,23,3
1810,52,23,2
1811,469,63,2
1812,906,187,61
1813,298,54,15
1814,82,14,2
1815,206,38,5
1816,468,25,6
1817,9,5,0
1818,62,36,9
1819,148,28,1
1820,83,66,8
1821,63,24,7
1822,43,23,2
1823,178,50,3
1824,277,56,12
1825,571,79,14
1826,10,5,0
1827,69,41,10
1828,28,12,1
1829,95,61,14
1830,29,12,1
1831,66,53,7
1832,28,12,1
1833,95,60,11
1834,295,21,1
1835,100,81,8
1836,127,49,23
1837,58,23,5
1838,51,23,4
1839,46,23,3
1840,41,23,2
1841,256,61,3
1842,326,73,25
1843,10,5,0
1844,76,45,11
1845,32,13,1
1846,69,61,6
1847,30,13,1
1848,195,105,8
1849,77,20,4
1850,8,5,0
1851,60,38,9
1852,28,13,1
1853,192,102,8
1854,27,13,2
1855,123,20,5
1856,9,5,0
1857,62,36,9
1858,28,12,1
1859,96,61,13
1860,29,12,1
1861,88,60,10
1862,158,24,1
1863,96,73,8
1864,67,24,9
1865,240,62,6
1866,283,42,12
1867,239,42,9
1868,10,5,0
1869,62,38,9
1870,29,13,1
1871,198,102,8
1872,27,13,2
1873,124,20,5
1874,10,5,0
1875,61,36,9
1876,28,12,1
1877,91,61,12
1878,28,12,1
1879,93,60,10
1880,117,23,1
1881,91,73,8
1882,64,23,8
1883,248,62,6
1884,287,42,12
1885,260,42,9
1886,11,5,0
1887,63,38,9
1888,30,13,1
1889,206,102,8
1890,28,13,2
1891,166,21,7
1892,10,5,0
1893,63,36,9
1894,31,12,1
1895,93,61,12
1896,36,12,1
1897,91,60,10
1898,115,12,1
1899,89,71,8
1900,52,20,5
1901,249,62,6
1902,304,42,14
1903,119,22,3
1904,11,5,0
1905,93,41,14
1906,51,25,7
1907,1074,82,9
1908,48,6,1
1909,92,52,14
1910,37,13,1
1911,73,61,6
1912,29,13,1
1913,66,60,6
1914,491,99,1
1915,97,74,9
1916,138,51,21
1917,83,23,9
1918,75,23,8
1919,69,23,7
1920,65,23,6
1921,61,23,5
1922,58,23,4
1923,54,23,3
1924,45,23,2
1925,324,63,2
1926,670,137,42
1927,379,57,15
1928,132,15,3
1929,264,39,6
1930,318,20,5
1931,10,5,0
1932,133,36,9
1933,68,12,1
1934,98,61,12
1935,32,12,1
1936,94,60,10
1937,307,56,1
1938,103,76,8
1939,70,24,7
1940,48,23,2
1941,304,58,3
1942,322,56,12
1943,174,19,4
1944,10,5,0
1945,65,36,9
1946,28,12,1
1947,104,61,13
1948,31,12,1
1949,98,60,10
1950,315,21,1
1951,106,76,8
1952,139,49,23
1953,65,23,5
1954,54,23,4
1955,49,23,3
1956,42,23,2
1957,327,58,3
1958,417,77,20
1959,309,19,4
1960,10,5,0
1961,67,36,9
1962,31,12,1
1963,100,61,13
1964,30,12,1
1965,94,60,10
1966,209,21,1
1967,102,73,8
1968,71,24,9
1969,279,58,3
1970,324,47,17
1971,322,47,6
1972,266,19,4
1973,11,5,0
1974,78,36,9
1975,32,12,1
1976,102,61,12
1977,30,12,1
1978,91,60,10
1979,165,14,1
1980,95,73,8
1981,67,23,8
1982,295,58,3
1983,341,47,19
1984,345,47,6
1985,306,20,6
1986,11,5,0
1987,69,36,9
1988,33,12,1
1989,99,61,12
1990,38,12,1
1991,97,60,10
1992,81,16,1
1993,94,71,8
1994,56,20,5
1995,299,58,3
1996,295,39,15
1997,241,40,18
1998,520,90,22
1999,11,5,0
2000,108,42,16
2001,65,25,7
2002,1687,83,9
2003,217,24,8
2004,555,95,35
2005,197,25,3
2006,176,29,6
2007,11,5,0
2008,94,45,11
2009,47,13,1
2010,81,61,6
2011,348,52,1
2012,117,70,9
2013,127,35,13
2014,81,23,5
2015,67,23,4
2016,58,23,3
2017,47,23,2
2018,453,59,3
2019,858,92,38
2020,562,68,16
2021,144,14,2
2022,365,38,5
2023,116,19,4
2024,10,5,0
2025,82,36,9
2026,46,12,1
2027,151,61,12
2028,46,12,1
2029,147,60,10
2030,392,21,1
2031,110,76,8
2032,165,49,23
2033,68,23,5
2034,55,23,4
2035,51,23,3
2036,45,23,2
2037,595,58,3
2038,588,95,32
2039,12,5,0
2040,73,38,9
2041,32,13,1
2042,264,102,8
2043,111,20,4
2044,10,5,0
2045,66,38,9
2046,31,13,1
2047,252,102,8
2048,31,13,2
2049,182,20,5
2050,11,5,0
2051,68,36,9
2052,40,12,1
2053,108,61,13
2054,33,12,1
2055,102,60,10
2056,206,14,1
2057,117,73,8
2058,77,24,9
2059,617,62,6
2060,472,42,12
2061,389,42,9
2062,12,5,0
2063,77,38,9
2064,32,13,1
2065,291,102,8
2066,30,13,2
2067,198,20,5
2068,21,5,0
2069,71,36,9
2070,31,12,1
2071,121,61,12
2072,34,12,1
2073,95,60,10
2074,189,14,1
2075,100,73,8
2076,90,23,8
2077,508,62,6
2078,504,42,12
2079,349,42,9
2080,12,5,0
2081,67,38,9
2082,32,13,1
2083,255,102,8
2084,30,13,2
2085,228,21,7
2086,10,5,0
2087,68,36,9
2088,33,12,1
2089,99,61,12
2090,39,12,1
2091,94,60,10
2092,129,12,1
2093,93,71,8
2094,54,20,5
2095,465,62,6
2096,387,42,14
2097,167,22,3
2098,11,5,0
2099,110,42,15
2100,143,46,13
2101,150,55,19
2102,58,22,8
2103,402,76,11
2104,32,6,1
2105,77,35,11
2106,215,45,1
2107,61,6,1
2108,95,52,14
2109,42,13,1
2110,74,61,6
2111,38,13,1
2112,70,60,6
2113,577,22,1
2114,94,74,9
2115,138,51,21
2116,86,23,9
2117,66,23,8
2118,60,23,7
2119,55,23,6
2120,53,23,5
2121,51,23,4
2122,49,23,3
2123,42,23,2
2124,312,62,2
2125,1073,141,43
2126,507,31,5
2127,502,59,9
2128,150,15,3
2129,224,19,4
2130,10,5,0
2131,70,36,9
2132,40,12,1
2133,100,61,12
2134,33,12,1
2135,94,60,10
2136,386,17,1
2137,102,76,8
2138,71,24,7
2139,48,23,2
2140,527,58,3
2141,394,56,12
2142,236,19,4
2143,11,5,0
2144,69,36,9
2145,31,12,1
2146,102,61,13
2147,30,12,1
2148,99,60,10
2149,328,21,1
2150,104,76,8
2151,145,49,23
2152,64,23,5
2153,55,23,4
2154,49,23,3
2155,43,23,2
2156,535,58,3
2157,527,81,21
2158,454,19,4
2159,12,5,0
2160,69,36,9
2161,33,12,1
2162,120,61,13
2163,33,12,1
2164,97,60,10
2165,197,21,1
2166,112,73,8
2167,72,24,9
2168,480,58,3
2169,457,47,17
2170,422,47,6
2171,342,19,4
2172,11,5,0
2173,68,36,9
2174,32,12,1
2175,102,61,12
2176,30,12,1
2177,98,60,10
2178,174,14,1
2179,95,73,8
2180,69,23,8
2181,477,58,3
2182,420,47,19
2183,448,47,6
2184,406,20,6
2185,11,5,0
2186,72,36,9
2187,33,12,1
2188,102,61,12
2189,39,12,1
2190,102,60,10
2191,140,12,1
2192,97,71,8
2193,58,20,5
2194,464,58,3
2195,355,39,15
2196,280,40,18
2197,644,94,22
2198,11,5,0
2199,134,43,18
2200,54,25,7
2201,2672,84,9
2202,259,24,8
2203,641,95,35
2204,230,25,3
2205,237,38,11
2206,13,5,0
2207,88,45,11
2208,40,13,1
2209,84,61,6
2210,293,18,1
2211,94,70,9
2212,107,35,13
2213,73,23,5
2214,53,23,4
2215,47,23,3
2216,45,23,2
2217,306,58,4
2218,741,96,43
2219,588,81,18
2220,162,14,2
2221,366,38,5
2222,126,19,4
2223,10,5,0
2224,64,36,9
2225,37,12,1
2226,95,61,12
2227,32,12,1
2228,90,60,10
2229,316,21,1
2230,97,76,8
2231,139,49,23
2232,63,23,5
2233,64,23,4
2234,51,23,3
2235,42,23,2
2236,558,58,3
2237,670,99,33
2238,12,5,0
2239,69,38,9
2240,32,13,1
2241,283,102,8
2242,129,20,4
2243,10,5,0
2244,66,38,9
2245,32,13,1
2246,300,102,8
2247,31,13,2
2248,223,20,5
2249,11,5,0
2250,68,36,9
2251,32,12,1
2252,115,61,13
2253,30,12,1
2254,105,60,10
2255,175,14,1
2256,96,73,8
2257,72,24,9
2258,516,62,6
2259,597,42,12
2260,417,42,9
2261,12,5,0
2262,69,38,9
2263,30,13,1
2264,276,102,8
2265,30,13,2
2266,220,20,5
2267,12,5,0
2268,70,36,9
2269,30,12,1
2270,94,61,12
2271,30,12,1
2272,91,60,10
2273,169,14,1
2274,94,73,8
2275,67,23,8
2276,518,62,6
2277,465,42,12
2278,406,42,9
2279,10,5,0
2280,65,38,9
2281,32,13,1
2282,276,102,8
2283,30,13,2
2284,291,21,7
2285,12,5,0
2286,68,36,9
2287,32,12,1
2288,95,61,12
2289,38,12,1
2290,94,60,10
2291,121,12,1
2292,90,71,8
2293,52,20,5
2294,509,62,6
2295,459,42,14
2296,178,22,3
2297,11,5,0
2298,114,43,16
2299,135,49,14
2300,138,50,21
2301,118,53,18
2302,386,78,11
2303,17,6,1
2304,69,35,11
2305,275,45,1
2306,83,6,1
2307,95,52,14
2308,41,13,1
2309,76,61,6
2310,40,13,1
2311,71,60,6
2312,563,22,1
2313,101,74,9
2314,141,51,21
2315,72,23,9
2316,67,23,8
2317,59,23,7
2318,57,23,6
2319,53,23,5
2320,49,23,4
2321,48,23,3
2322,43,23,2
2323,342,62,2
2324,1087,145,44
2325,597,65,15
2326,271,15,3
2327,464,39,6
2328,345,20,5
2329,11,5,0
2330,71,36,9
2331,40,12,1
2332,98,61,12
2333,32,12,1
2334,91,60,10
2335,349,17,1
2336,96,76,8
2337,68,24,7
2338,47,23,2
2339,620,58,3
2340,460,56,12
2341,305,19,4
2342,11,5,0
2343,69,36,9
2344,30,12,1
2345,104,61,13
2346,31,12,1
2347,92,60,10
2348,311,21,1
2349,121,76,8
2350,143,49,23
2351,59,23,5
2352,64,23,4
2353,50,23,3
2354,55,23,2
2355,653,58,3
2356,628,85,22
2357,559,19,4
2358,13,5,0
2359,73,36,9
2360,32,12,1
2361,129,61,13
2362,35,12,1
2363,94,60,10
2364,197,24,1
2365,129,73,8
2366,81,24,9
2367,637,58,3
2368,460,47,17
2369,471,47,6
2370,382,19,4
2371,13,5,0
2372,69,36,9
2373,38,12,1
2374,98,61,12
2375,36,12,1
2376,108,60,10
2377,198,21,1
2378,97,73,8
2379,72,23,8
2380,616,58,3
2381,498,47,19
2382,555,47,6
2383,510,20,6
2384,11,5,0
2385,70,36,9
2386,31,12,1
2387,98,61,12
2388,31,12,1
2389,91,60,10
2390,72,15,1
2391,100,71,8
2392,53,20,5
2393,614,58,3
2394,414,38,14
2395,335,40,20
2396,806,98,24
2397,14,5,0
2398,162,44,19
2399,58,25,7
2400,3659,85,9
2401,347,24,9
2402,841,95,36
2403,286,25,3
2404,328,47,20
2405,745,98,29
2406,202,13,1
2407,285,38,13
2408,641,79,26
2409,205,13,1
2410,251,29,7
2411,558,53,17
2412,242,13,2
2413,269,23,7
2414,644,62,23
2415,231,13,1
2416,221,20,1
2417,10,5,0
2418,91,45,11
2419,30,13,1
2420,71,61,6
2421,177,32,1
2422,88,68,9
2423,81,27,9
2424,55,23,3
2425,41,23,2
2426,328,59,2
2427,320,52,13
2428,568,51,19
2429,227,14,3
2430,491,40,7
2431,30,8,5
2432,54,28,7
2433,26,13,2
2434,27,13,2
2435,3140,1289,6
2436,938,5,1
2437,62,31,9
2438,195,9,1
2439,96,40,21
2440,973,136,6
2441,339,71,1
2442,18,3,0
2443,51,31,9
2444,7,5,0
2445,45,31,8
2446,23,15,1
2447,346,73,2
2448,18,3,0
2449,46,26,7
2450,1017,152,9
2451,38,3,0
2452,154,52,14
2453,58,16,3
2454,20,10,1
2455,91,18,5
2456,9,5,0
2457,77,41,11
2458,80,15,1
2459,85,68,8
2460,54,21,6
2461,132,51,3
2462,79,24,5
2463,65,19,4
2464,8,5,0
2465,60,36,9
2466,28,12,1
2467,96,61,12
2468,26,12,1
2469,87,60,10
2470,74,15,1
2471,87,71,8
2472,50,20,5
2473,161,58,3
2474,105,29,8
2475,10,5,0
2476,75,45,11
2477,27,13,1
2478,67,61,6
2479,161,32,1
2480,85,68,9
2481,73,27,9
2482,51,23,3
2483,40,23,2
2484,160,59,2
2485,175,52,13
2486,177,47,15
2487,128,40,7
2488,16,6,1
2489,48,28,7
2490,24,13,2
2491,24,13,2
2492,350,158,6
2493,71,3,0
2494,51,31,9
2495,141,9,1
2496,57,33,10
2497,94,23,2
2498,414,81,5
2499,16,3,0
2500,48,31,9
2501,6,5,0
2502,42,30,8
2503,40,18,4
2504,405,85,5
2505,16,3,0
2506,43,26,7
2507,6,5,0
2508,39,29,7
2509,1409,303,19
2510,46,3,0
2511,48,31,9
2512,6,5,0
2513,42,31,8
2514,21,15,1
2515,317,73,2
2516,19,3,0
2517,49,31,9
2518,318,51,4
2519,17,3,0
2520,48,31,9
2521,379,75,5
2522,16,3,0
2523,41,26,7
2524,222,49,3
2525,25,3,0
2526,131,52,14
2527,55,16,3
2528,19,10,1
2529,83,18,5
2530,9,5,0
2531,70,41,11
2532,66,15,1
2533,82,68,8
2534,53,21,6
2535,130,51,3
2536,76,24,5
2537,64,19,4
2538,6,5,0
2539,58,36,9
2540,26,12,1
2541,88,61,12
2542,27,12,1
2543,87,60,10
2544,68,15,1
2545,90,71,8
2546,49,20,5
2547,161,58,3
2548,104,29,8
2549,9,5,0
2550,72,45,11
2551,27,13,1
2552,69,61,6
2553,158,32,1
2554,86,68,9
2555,68,27,9
2556,50,23,3
2557,40,23,2
2558,156,59,2
2559,166,52,13
2560,172,47,15
2561,125,40,7
2562,16,6,1
2563,46,28,7
2564,22,13,2
2565,25,13,2
2566,342,158,6
2567,74,3,0
2568,59,31,9
2569,135,9,1
2570,58,34,10
2571,135,22,1
2572,474,80,4
2573,17,3,0
2574,75,31,9
2575,6,5,0
2576,42,30,8
2577,49,18,4
2578,450,85,5
2579,16,3,0
2580,53,26,7
2581,6,5,0
2582,52,30,7
2583,117,9,1
2584,513,220,79
2585,23,9,0
2586,259,68,50
2587,165,14,1
2588,86,45,10
2589,55,32,2
2590,449,50,2
2591,168,14,1
2592,79,45,10
2593,70,32,2
2594,446,50,2
2595,215,14,1
2596,78,45,10
2597,48,32,2
2598,435,50,2
2599,15,11,0
2600,97,45,10
2601,56,32,2
2602,450,50,2
2603,337,31,1
2604,241,28,1
2605,248,31,1
2606,348,69,10
2607,14,9,0
2608,155,46,20
2609,5875,44,30
2610,5127,98,31
2611,19576,173,83
2612,122,43,14
2613,17,11,0
2614,447,97,80
2615,19,13,0
2616,61,35,7
2617,134,75,9
2618,22,15,0
2619,120,41,9
2620,1085,215,12
2621,1443,228,2
2622,628,479,66
2623,216,39,9
2624,185,25,4
2625,195,16,1
2626,288,25,4
2627,364,22,3
2628,430,25,4
2629,498,22,3
2630,492,19,2
2631,576,25,4
2632,582,19,2
2633,584,16,1
2634,655,19,2
2635,621,16,1
2636,706,25,4
2637,731,16,1
2638,779,19,2
2639,828,19,2
2640,815,16,1
2641,905,25,4
2642,945,19,2
2643,984,19,2
2644,1075,25,4
2645,1078,16,1
2646,1198,25,4
2647,1227,22,3
2648,1305,25,4
2649,1338,16,1
2650,1355,16,1
2651,1363,16,1
2652,1412,19,2
2653,1428,19,2
2654,1439,19,2
2655,1456,19,2
2656,1464,16,1
2657,1482,19,2
2658,1516,19,2
2659,1533,19,2
2660,1555,19,2
2661,1563,16,1
2662,1577,16,1
2663,1618,16,1
2664,1623,16,1
2665,1705,25,4
2666,1862,16,1
2667,1755,16,1
2668,1760,16,1
2669,1928,25,4
2670,2044,16,1
2671,1888,16,1
2672,1998,25,4
2673,2208,16,1
2674,2177,19,2
2675,2142,19,2
2676,2157,19,2
2677,2115,16,1
2678,2291,19,2
2679,2180,16,1
2680,2208,25,4
2681,2232,16,1
2682,2228,16,1
2683,2270,19,2
2684,2282,16,1
2685,2299,19,2
2686,2303,16,1
2687,2316,16,1
2688,2431,25,4
2689,2411,16,1
2690,2435,19,2
2691,2456,19,2
2692,2475,19,2
2693,2484,16,1
2694,2494,16,1
2695,2518,16,1
2696,2610,25,4
2697,2607,16,1
2698,2646,19,2
2699,2635,16,1
2700,2720,25,4
2701,2741,16,1
2702,2775,16,1
2703,2790,19,2
2704,3162,16,1
2705,2807,16,1
2706,3822,560,6
2707,111,3,0
2708,75,31,9
2709,10,5,0
2710,58,31,8
2711,24,15,1
2712,503,73,2
2713,21,3,0
2714,55,31,9
2715,450,51,4
2716,20,3,0
2717,54,31,9
2718,1010,143,5
2719,19,3,0
2720,47,26,7
2721,3482,385,4
2722,41,3,0
2723,168,52,14
2724,61,16,3
2725,22,10,1
2726,97,18,5
2727,9,5,0
2728,83,41,11
2729,86,15,1
2730,91,68,8
2731,59,21,6
2732,136,51,3
2733,84,24,5
2734,67,19,4
2735,8,5,0
2736,61,36,9
2737,28,12,1
2738,97,61,12
2739,26,12,1
2740,91,60,10
2741,75,15,1
2742,88,71,8
2743,51,20,5
2744,157,58,3
2745,107,29,8
2746,10,5,0
2747,78,45,11
2748,27,13,1
2749,68,61,6
2750,168,32,1
2751,84,68,9
2752,74,27,9
2753,52,23,3
2754,40,23,2
2755,156,59,2
2756,182,52,13
2757,181,47,15
2758,128,40,7
2759,16,6,1
2760,47,28,7
2761,26,13,2
2762,24,13,2
2763,342,158,6
2764,67,3,0
2765,52,31,9
2766,136,9,1
2767,64,33,10
2768,80,22,2
2769,387,79,5
2770,18,3,0
2771,50,31,9
2772,7,5,0
2773,43,30,8
2774,40,18,4
2775,388,85,5
2776,16,3,0
2777,42,26,7
2778,7,5,0
2779,39,29,7
2780,6,7,0
2781,38,30,6
2782,8,9,0
2783,389,168,76
2784,11,11,0
2785,102,54,14
2786,14,13,0
2787,64,40,8
2788,83,47,13
2789,14,17,0
2790,1715,332,8
2791,507,575,3
2792,313,54,3
2793,259,49,1
2794,12,13,0
2795,58,40,8
2796,69,47,13
2797,14,17,0
2798,812,175,8
2799,270,312,3
2800,163,54,3
2801,212,61,2
2802,595,614,6
2803,207,3,0
2804,54,31,9
2805,7,5,0
2806,45,30,8
2807,22,14,1
2808,400,73,2
2809,21,3,0
2810,52,31,9
2811,358,51,4
2812,19,3,0
2813,60,31,9
2814,415,76,5
2815,18,3,0
2816,45,26,7
2817,287,49,3
2818,28,3,0
2819,143,52,14
2820,58,16,3
2821,21,10,1
2822,100,18,5
2823,9,5,0
2824,107,41,11
2825,88,15,1
2826,181,68,8
2827,74,21,6
2828,136,51,3
2829,81,24,5
2830,66,19,4
2831,9,5,0
2832,61,36,9
2833,28,12,1
2834,96,61,12
2835,29,12,1
2836,92,60,10
2837,75,15,1
2838,89,71,8
2839,79,20,5
2840,207,58,3
2841,110,29,8
2842,10,5,0
2843,78,45,11
2844,30,13,1
2845,119,61,6
2846,221,32,1
2847,103,68,9
2848,79,27,9
2849,54,23,3
2850,40,23,2
2851,184,59,2
2852,175,52,13
2853,182,47,15
2854,129,40,7
2855,16,6,1
2856,49,28,7
2857,25,13,2
2858,24,13,2
2859,350,158,6
2860,74,3,0
2861,51,31,9
2862,145,9,1
2863,61,33,10
2864,80,23,2
2865,432,81,5
2866,18,3,0
2867,50,31,9
2868,9,5,0
2869,43,30,8
2870,40,18,4
2871,462,85,5
2872,19,3,0
2873,43,26,7
2874,7,5,0
2875,40,29,7
2876,787,342,19
2877,57,3,0
2878,49,31,9
2879,7,5,0
2880,43,31,8
2881,21,15,1
2882,328,73,2
2883,19,3,0
2884,49,31,9
2885,336,51,4
2886,19,3,0
2887,49,31,9
2888,369,75,5
2889,17,3,0
2890,43,26,7
2891,212,49,3
2892,26,3,0
2893,150,52,14
2894,54,16,3
2895,20,10,1
2896,84,18,5
2897,8,5,0
2898,72,41,11
2899,68,15,1
2900,84,68,8
2901,53,21,6
2902,135,51,3
2903,76,24,5
2904,74,19,4
2905,9,5,0
2906,61,36,9
2907,26,12,1
2908,93,61,12
2909,29,12,1
2910,86,60,10
2911,70,15,1
2912,90,71,8
2913,49,20,5
2914,163,58,3
2915,104,29,8
2916,10,5,0
2917,72,45,11
2918,27,13,1
2919,69,61,6
2920,157,32,1
2921,84,68,9
2922,70,27,9
2923,51,23,3
2924,40,23,2
2925,158,59,2
2926,167,52,13
2927,170,47,15
2928,126,40,7
2929,16,6,1
2930,45,28,7
2931,23,13,2
2932,24,13,2
2933,326,158,6
2934,70,3,0
2935,50,31,9
2936,132,9,1
2937,57,34,10
2938,83,23,2
2939,389,81,5
2940,18,3,0
2941,48,31,9
2942,7,5,0
2943,41,30,8
2944,38,18,4
2945,403,85,5
2946,16,3,0
2947,42,26,7
2948,6,5,0
2949,41,29,7
2950,9,7,0
2951,38,30,6
2952,2343,394,6
2953,43,3,0
2954,48,31,9
2955,7,5,0
2956,43,31,8
2957,22,15,1
2958,301,73,2
2959,18,3,0
2960,50,31,9
2961,256,51,4
2962,17,3,0
2963,49,31,9
2964,340,74,5
2965,16,3,0
2966,42,26,7
2967,198,49,3
2968,25,3,0
2969,186,63,13
2970,55,16,3
2971,19,10,1
2972,81,18,5
2973,9,5,0
2974,58,36,9
2975,34,12,1
2976,79,57,9
2977,274,51,1
2978,89,72,8
2979,133,50,24
2980,60,23,5
2981,51,23,4
2982,47,23,3
2983,39,23,2
2984,231,54,3
2985,185,64,17
2986,90,19,4
2987,9,5,0
2988,60,36,9
2989,28,12,1
2990,97,61,13
2991,28,12,1
2992,83,60,10
2993,133,24,1
2994,93,73,8
2995,62,23,8
2996,170,58,3
2997,155,38,12
2998,142,39,6
2999,114,25,6
3000,9,5,0
3001,60,36,9
3002,30,12,1
3003,94,61,12
3004,39,12,1
3005,94,60,10
3006,155,28,1
3007,95,74,8
3008,95,34,14
3009,45,23,2
3010,210,58,3
3011,193,54,11
3012,116,25,5
3013,9,5,0
3014,60,36,9
3015,30,12,1
3016,95,61,13
3017,36,12,1
3018,91,60,10
3019,296,21,1
3020,99,76,8
3021,129,49,23
3022,59,23,5
3023,50,23,4
3024,46,23,3
3025,39,23,2
3026,234,58,3
3027,287,69,18
3028,127,19,4
3029,10,5,0
3030,64,36,9
3031,30,12,1
3032,100,61,13
3033,30,12,1
3034,91,60,10
3035,177,22,1
3036,99,73,8
3037,66,23,8
3038,202,58,3
3039,188,38,12
3040,182,39,6
3041,148,25,6
3042,10,5,0
3043,66,36,9
3044,32,12,1
3045,95,61,12
3046,38,12,1
3047,92,60,10
3048,78,16,1
3049,93,71,8
3050,53,20,5
3051,204,58,3
3052,175,35,12
3053,103,23,6
3054,252,63,14
3055,100,23,7
3056,249,57,15
3057,67,17,1
3058,10,5,0
3059,91,52,14
3060,38,13,1
3061,77,61,6
3062,41,13,1
3063,69,60,6
3064,1029,187,1
3065,118,80,9
3066,221,75,33
3067,127,23,15
3068,109,23,14
3069,103,23,13
3070,98,23,12
3071,95,23,11
3072,91,23,10
3073,89,23,9
3074,85,23,8
3075,83,23,7
3076,80,23,6
3077,76,23,5
3078,74,23,4
3079,71,23,3
3080,55,23,2
3081,511,63,2
3082,993,187,61
3083,322,47,13
3084,116,24,2
3085,257,38,5
3086,519,25,6
3087,10,5,0
3088,65,36,9
3089,31,12,1
3090,94,61,12
3091,29,12,1
3092,90,60,10
3093,26,11,1
3094,85,58,7
3095,132,41,8
3096,207,21,5
3097,73,22,7
3098,276,71,3
3099,348,44,14
3100,379,86,15
3101,69,14,2
3102,89,19,4
3103,9,5,0
3104,62,36,9
3105,27,12,1
3106,93,61,12
3107,29,12,1
3108,90,60,10
3109,72,15,1
3110,92,71,8
3111,52,20,5
3112,260,58,3
3113,258,41,16
3114,118,20,1
3115,10,5,0
3116,77,45,11
3117,29,13,1
3118,69,61,6
3119,172,32,1
3120,91,68,9
3121,80,27,9
3122,56,23,3
3123,46,23,2
3124,220,59,2
3125,229,52,13
3126,362,69,22
3127,117,14,3
3128,255,40,7
3129,28,8,5
3130,49,28,7
3131,27,13,2
3132,27,13,2
3133,818,533,6
3134,195,3,0
3135,51,31,9
3136,129,9,1
3137,64,35,12
3138,86,24,2
3139,371,79,5
3140,18,3,0
3141,49,31,9
3142,7,5,0
3143,41,30,8
3144,40,18,4
3145,398,85,5
3146,17,3,0
3147,43,26,7
3148,6,5,0
3149,41,32,7
3150,7,7,0
3151,41,33,7
3152,384,122,7
3153,48,3,0
3154,49,31,9
3155,8,5,0
3156,43,31,8
3157,22,15,1
3158,297,73,2
3159,18,3,0
3160,50,31,9
3161,270,51,4
3162,17,3,0
3163,48,31,9
3164,481,87,5
3165,18,3,0
3166,42,26,7
3167,298,67,3
3168,28,3,0
3169,145,52,14
3170,56,16,3
3171,20,10,1
3172,82,18,5
3173,9,5,0
3174,70,41,11
3175,67,15,1
3176,81,68,8
3177,56,21,6
3178,132,51,3
3179,78,24,5
3180,65,19,4
3181,8,5,0
3182,58,36,9
3183,27,12,1
3184,89,61,12
3185,28,12,1
3186,87,60,10
3187,67,15,1
3188,90,71,8
3189,49,20,5
3190,161,58,3
3191,103,29,8
3192,10,5,0
3193,72,45,11
3194,28,13,1
3195,67,61,6
3196,154,32,1
3197,85,68,9
3198,71,27,9
3199,50,23,3
